"","chamber","icpsr","state_abbrev","party_code","bioname","born","died","gen","nominate_dim1","nominate_dim2","wing","region","total_vote","iso_num","oppo_per","first_cong","last_cong","congress_num","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102"
"2439","House",1130,"GA","Democrat","BROWN, Paul",1880,"1961","missionary",-0.191,0.982,"Right","South",264,41,0.15530303030303,73,86,14,"0.333333333333333","0.181818181818182","0.0606060606060606","0.125","0.05","0.12","0","0","0.0833333333333333","0.142857142857143","0","0.344827586206897","0.476190476190476","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2440","House",10630,"OH","Republican","TAFT, Robert, Jr.",1917,"1993","greatest",0.278,-0.789,"Center","Midwest",414,64,0.154589371980676,88,94,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.379310344827586","X","0.105263157894737","0.102564102564103","X","X","X","X","X","X","X","X","X","X","X"
"2441","Senate",10630,"OH","Republican","TAFT, Robert, Jr.",1917,"1993","greatest",0.278,-0.789,"Center","Midwest",414,64,0.154589371980676,88,94,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.141732283464567","0.18","0.111111111111111","X","X","X","X","X","X","X","X"
"2442","House",14804,"NY","Republican","CARMAN, Gregory Wright",1937,"X","silent",0.337,-0.18,"Center","North",110,17,0.154545454545455,97,97,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.154545454545455","X","X","X","X","X"
"2443","House",789,"MN","Democrat","BLATNIK, John Anton",1911,"1991","greatest",-0.48,0.127,"Center","Midwest",395,61,0.154430379746835,80,93,14,"X","X","X","X","X","X","0.25","0.1","0.25","0","0.0714285714285714","0.0769230769230769","0.111111111111111","0","0","0.0232558139534884","0.0810810810810811","0.235294117647059","0.36734693877551","0.311475409836066","X","X","X","X","X","X","X","X","X"
"2444","House",8288,"IA","Republican","SCHWENGEL, Frederick Delbert",1906,"1993","greatest",0.173,-0.533,"Center","Midwest",272,42,0.154411764705882,84,92,8,"X","X","X","X","X","X","X","X","X","X","0.0666666666666667","0.230769230769231","0","0.024390243902439","0.142857142857143","X","0.162790697674419","0.133333333333333","0.314814814814815","X","X","X","X","X","X","X","X","X","X"
"2445","House",2207,"IN","Democrat","CROWE, Eugene Burgess",1878,"1970","missionary",-0.306,0.263,"Center","Midwest",52,8,0.153846153846154,72,76,5,"0.166666666666667","0.5","0.0625","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2446","House",8353,"AL","Democrat","SELDEN, Armistead Inge, Jr.",1921,"1985","greatest",-0.073,0.852,"Right","South",234,36,0.153846153846154,83,90,8,"X","X","X","X","X","X","X","X","X","0.428571428571429","0.0666666666666667","0.0689655172413793","0.238095238095238","0.102564102564103","0.214285714285714","0.169811320754717","0.0857142857142857","X","X","X","X","X","X","X","X","X","X","X","X"
"2447","House",3967,"NY","Republican","HALPERN, Seymour",1913,"1997","greatest",-0.094,-0.755,"Left","North",260,40,0.153846153846154,86,92,7,"X","X","X","X","X","X","X","X","X","X","X","X","0","0","0.0967741935483871","0.130434782608696","0.0238095238095238","0.314285714285714","0.404255319148936","X","X","X","X","X","X","X","X","X","X"
"2448","House",15639,"NY","Republican","MOLINARI, Susan",1958,"X","boomer",0.256,-0.5,"Center","North",65,10,0.153846153846154,101,105,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.19047619047619","0.136363636363636"
"2449","House",14622,"PA","Republican","DOUGHERTY, Charles Francis",1937,"X","silent",-0.018,-0.154,"Left","North",229,35,0.152838427947598,96,97,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.16793893129771","0.13265306122449","X","X","X","X","X"
"2450","House",10463,"WI","Democrat","ZABLOCKI, Clement John",1912,"1983","greatest",-0.355,0.293,"Center","Midwest",1061,162,0.152686145146089,81,98,18,"X","X","X","X","X","X","X","0","0.166666666666667","0","0","0.0689655172413793","0","0","0","0.02","0.0476190476190476","0.106382978723404","0.0952380952380952","0.137931034482759","0.146067415730337","0.19047619047619","0.217687074829932","0.222222222222222","0.36046511627907","X","X","X","X"
"2451","House",9183,"GA","Democrat","TARVER, Malcolm Connor",1885,"1960","lost",-0.028,1,"Right","South",131,20,0.152671755725191,70,79,10,"0.666666666666667","0.181818181818182","0","0.157894736842105","0.105263157894737","0.1","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2452","House",1659,"KY","Democrat","CHAPMAN, Virgil Munday",1895,"1951","lost",-0.118,0.761,"Right","South",151,23,0.152317880794702,69,82,13,"0.363636363636364","0.2","0.238095238095238","0.171428571428571","0.0833333333333333","0.0952380952380952","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2453","Senate",1659,"KY","Democrat","CHAPMAN, Virgil Munday",1895,"1951","lost",-0.118,0.761,"Right","South",151,23,0.152317880794702,69,82,13,"X","X","X","X","X","X","X","0.107142857142857","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2454","House",10611,"NY","Democrat","MURPHY, John Michael",1926,"2015","greatest",-0.406,0.386,"Center","North",594,90,0.151515151515152,88,96,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.037037037037037","0.0444444444444444","0.0285714285714286","0.0512820512820513","0.0652173913043478","0.16","0.08","0.183823529411765","0.327586206896552","X","X","X","X","X","X"
"2455","House",6745,"KY","Republican","MORTON, Thruston Ballard",1907,"1982","greatest",0.2,-0.4,"Center","South",357,54,0.151260504201681,80,90,9,"X","X","X","X","X","X","0","0.272727272727273","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2456","Senate",6745,"KY","Republican","MORTON, Thruston Ballard",1907,"1982","greatest",0.2,-0.4,"Center","South",357,54,0.151260504201681,80,90,9,"X","X","X","X","X","X","X","X","X","X","X","0.0526315789473684","0.0512820512820513","0.276595744680851","0.222222222222222","0.142857142857143","0.130434782608696","X","X","X","X","X","X","X","X","X","X","X","X"
"2457","Senate",8287,"WA","Democrat","SCHWELLENBACH, Lewis Baxter",1894,"1948","lost",-0.25,0.47,"Center","West",86,13,0.151162790697674,74,76,3,"0.1875","0.222222222222222","0.131147540983607","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2458","Senate",15505,"NE","Republican","KARNES, David Kemp",1948,"X","boomer",0.345,-0.201,"Center","Midwest",106,16,0.150943396226415,100,100,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.150943396226415","X","X"
"2459","Senate",1329,"CT","Republican","BUSH, Prescott Sheldon",1895,"1972","lost",0.28,-0.945,"Center","North",213,32,0.150234741784038,83,87,5,"X","X","X","X","X","X","X","X","X","0.105263157894737","0.0576923076923077","0.0789473684210526","0.0454545454545455","0.366666666666667","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2460","House",1412,"FL","Democrat","CALDWELL, Millard Fillmore",1897,"1984","lost",-0.142,0.904,"Right","South",40,6,0.15,73,76,4,"0.363636363636364","0.222222222222222","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2461","House",6800,"UT","Democrat","MURDOCK, Orrice Abram, Jr. (Abe)",1893,"1979","lost",-0.351,-0.06,"Left","Rockies",120,18,0.15,73,79,7,"0.5","0.5","0.107142857142857","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2462","Senate",6800,"UT","Democrat","MURDOCK, Orrice Abram, Jr. (Abe)",1893,"1979","lost",-0.351,-0.06,"Left","Rockies",120,18,0.15,73,79,7,"X","X","X","0.108108108108108","0.0555555555555556","0.0526315789473684","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2463","House",8851,"MN","Democrat","STARKEY, Frank Thomas",1892,"1968","lost",-0.35,-0.198,"Left","Midwest",20,3,0.15,79,79,1,"X","X","X","X","X","0.15","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2464","House",2473,"WA","Democrat","DELACY, Emerson Hugh",1910,"1986","greatest",-0.501,-0.866,"Left","West",20,3,0.15,79,79,1,"X","X","X","X","X","0.15","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2465","House",15624,"NM","Republican","SCHIFF, Steven Harvey",1947,"1998","boomer",0.196,-0.261,"Center","Southwest",140,21,0.15,101,105,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.178947368421053","0.0888888888888889"
"2466","House",2712,"MS","Democrat","DOXEY, Wall",1892,"1962","lost",-0.102,0.995,"Right","South",81,12,0.148148148148148,71,77,8,"0.5","0.222222222222222","0.03125","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2467","Senate",5752,"CT","Democrat","LONERGAN, Augustine",1874,"1947","missionary",-0.244,-0.363,"Left","North",27,4,0.148148148148148,63,75,7,"0.117647058823529","0.2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2468","Senate",2712,"MS","Democrat","DOXEY, Wall",1892,"1962","lost",-0.102,0.995,"Right","South",81,12,0.148148148148148,71,77,8,"X","X","X","0.176470588235294","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2469","House",6280,"MI","Republican","McINTOSH, Robert John",1922,"2008","greatest",0.207,-0.676,"Center","Midwest",27,4,0.148148148148148,85,85,1,"X","X","X","X","X","X","X","X","X","X","X","0.148148148148148","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2470","Senate",10806,"WY","Democrat","HICKEY, John Joseph",1911,"1970","greatest",-0.235,0.478,"Center","Rockies",54,8,0.148148148148148,87,87,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.148148148148148","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2471","House",9962,"TX","Democrat","WEST, Milton Horace",1888,"1948","lost",0.037,0.999,"Right","Southwest",122,18,0.147540983606557,73,80,8,"0.363636363636364","0.25","0.03125","0.147058823529412","0.2","0.1875","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2472","Senate",14921,"KY","Republican","McCONNELL, Addison Mitchell (Mitch)",1942,"X","silent",0.402,0.004,"Right","South",441,65,0.147392290249433,99,116,18,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.174242424242424","0.16793893129771","0.0990990990990991","0.134328358208955"
"2473","House",10538,"MA","Republican","MORSE, Frank Bradford",1921,"1994","greatest",0.043,-0.999,"Center","North",238,35,0.147058823529412,87,92,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.0454545454545455","0.0666666666666667","0.0784313725490196","0.111111111111111","0.25","0.351351351351351","X","X","X","X","X","X","X","X","X","X"
"2474","House",14838,"NY","Republican","LeBOUTILLIER, John",1953,"X","boomer",0.362,-0.492,"Center","North",102,15,0.147058823529412,97,97,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.147058823529412","X","X","X","X","X"
"2475","House",7218,"IL","Democrat","PARSONS, Claude VanCleve",1895,"1941","lost",-0.209,0.19,"Center","Midwest",48,7,0.145833333333333,71,76,6,"0.307692307692308","0.222222222222222","0.0384615384615385","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2476","House",5966,"TX","Democrat","MANSFIELD, Joseph Jefferson",1861,"1947","missionary",-0.232,0.588,"Right","Southwest",103,15,0.145631067961165,65,80,16,"0.363636363636364","0.1","0.0555555555555556","0.233333333333333","0","0.133333333333333","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2477","House",310,"OH","Republican","AYRES, William Hanes",1916,"2000","greatest",0.139,-0.353,"Center","Midwest",268,39,0.145522388059701,82,91,10,"X","X","X","X","X","X","X","X","0.0909090909090909","0.0833333333333333","0","0.185185185185185","0","0.166666666666667","0.28","0.224489795918367","0.125","0.0833333333333333","X","X","X","X","X","X","X","X","X","X","X"
"2478","House",5051,"TX","Democrat","JONES, John Marvin",1882,"1976","missionary",-0.203,0.979,"Right","Southwest",55,8,0.145454545454545,65,76,12,"0.384615384615385","0.272727272727273","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2479","House",6100,"KY","Democrat","MAY, Andrew Jackson",1875,"1959","missionary",-0.047,0.503,"Right","South",131,19,0.145038167938931,72,79,8,"0.636363636363636","0.3","0","0.125","0","0.181818181818182","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2480","House",465,"PA","Democrat","BARRETT, William Aloysius",1896,"1976","lost",-0.469,0.098,"Center","North",459,66,0.143790849673203,79,94,15,"X","X","X","X","X","0.0909090909090909","X","0","0.181818181818182","0","0.0909090909090909","0.0384615384615385","0","0","0","0.02","0.0555555555555556","0.162162162162162","0.384615384615385","0.333333333333333","0.162162162162162","X","X","X","X","X","X","X","X"
"2481","Senate",15501,"MO","Republican","BOND, Christopher Samuel (Kit)",1939,"X","silent",0.31,-0.169,"Center","Midwest",300,43,0.143333333333333,100,111,12,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.169354838709677","0.118181818181818","0.136363636363636"
"2482","Senate",7986,"AR","Democrat","ROBINSON, Joseph Taylor",1872,"1937","missionary",-0.425,-0.275,"Left","South",21,3,0.142857142857143,58,75,18,"0.117647058823529","0.25","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2483","House",8860,"NH","Republican","STEARNS, Foster Waterman",1881,"1956","missionary",0.119,-0.229,"Center","North",77,11,0.142857142857143,76,78,3,"X","X","0.321428571428571","0.0540540540540541","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2484","House",6281,"WY","Democrat","McINTYRE, John Joseph",1904,"1974","greatest",-0.211,-0.061,"Left","Rockies",28,4,0.142857142857143,77,77,1,"X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2485","House",2965,"CA","Democrat","ENGLE, Clair",1911,"1964","greatest",-0.219,0.096,"Center","West",266,38,0.142857142857143,78,88,11,"X","X","X","X","0","0.05","0.0666666666666667","0","0","0.363636363636364","0","0.136363636363636","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2486","House",8040,"WV","Republican","ROHRBOUGH, Edward Gay",1874,"1956","missionary",0.232,-0.209,"Center","South",35,5,0.142857142857143,78,80,2,"X","X","X","X","0.157894736842105","X","0.125","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2487","Senate",8835,"KY","Republican","STANFILL, William Abner",1892,"1971","lost",0.229,-0.44,"Center","South",7,1,0.142857142857143,79,79,1,"X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2488","House",4846,"CA","Republican","JACKSON, Donald Lester",1910,"1981","greatest",0.312,-0.28,"Center","West",91,13,0.142857142857143,80,86,7,"X","X","X","X","X","X","0","0.545454545454545","0","0","0.111111111111111","0.192307692307692","0.0909090909090909","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2489","House",8587,"MD","Republican","SMALL, Frank, Jr.",1896,"1973","lost",0.303,-0.453,"Center","South",14,2,0.142857142857143,83,83,1,"X","X","X","X","X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2490","Senate",9576,"NH","Republican","UPTON, Robert William",1884,"1972","lost",0.227,-0.974,"Center","North",7,1,0.142857142857143,83,83,1,"X","X","X","X","X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2491","Senate",4737,"KY","Democrat","HUMPHREYS, Robert",1893,"1977","lost",-0.324,0.067,"Center","South",21,3,0.142857142857143,84,84,1,"X","X","X","X","X","X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2492","House",4172,"DE","Republican","HASKELL, Harry Garner, Jr.",1921,"X","greatest",0.175,-0.689,"Center","South",28,4,0.142857142857143,85,85,1,"X","X","X","X","X","X","X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2493","House",1549,"IA","Democrat","CARTER, Steven V.",1915,"1959","greatest",-0.477,0.414,"Center","Midwest",7,1,0.142857142857143,86,86,1,"X","X","X","X","X","X","X","X","X","X","X","X","0.142857142857143","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2494","House",3575,"NY","Democrat","GILBERT, Jacob H.",1920,"1981","greatest",-0.486,-0.4,"Left","North",210,30,0.142857142857143,86,91,6,"X","X","X","X","X","X","X","X","X","X","X","X","0","0","0.0333333333333333","0.0566037735849057","0.125","0.51219512195122","X","X","X","X","X","X","X","X","X","X","X"
"2495","Senate",2965,"CA","Democrat","ENGLE, Clair",1911,"1964","greatest",-0.219,0.096,"Center","West",266,38,0.142857142857143,78,88,11,"X","X","X","X","X","X","X","X","X","X","X","X","0.333333333333333","0.0634920634920635","0.214285714285714","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2496","Senate",5764,"HI","Democrat","LONG, Oren Ethelbirt",1889,"1965","lost",-0.509,0.387,"Left","West",84,12,0.142857142857143,86,87,2,"X","X","X","X","X","X","X","X","X","X","X","X","0.391304347826087","0.0491803278688525","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2497","House",10543,"MT","Democrat","OLSEN, Arnold",1916,"1990","greatest",-0.497,0.432,"Center","Rockies",204,29,0.142156862745098,87,91,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.0227272727272727","0.0344827586206897","0.125","0.230769230769231","0.272727272727273","X","X","X","X","X","X","X","X","X","X","X"
"2498","House",14006,"KY","Democrat","BRECKINRIDGE, John Bayne",1913,"1979","greatest",-0.223,0.198,"Center","South",331,47,0.141993957703928,93,95,3,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.119047619047619","0.0888888888888889","0.184713375796178","X","X","X","X","X","X","X"
"2499","Senate",1634,"KY","Democrat","CHANDLER, Albert Benjamin (Happy)",1898,"1991","lost",-0.187,0.033,"Center","South",127,18,0.141732283464567,76,79,4,"X","X","0.157894736842105","0.0487804878048781","0.238095238095238","0.25","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2500","House",2329,"NJ","Democrat","DANIELS, Dominick Vincent",1908,"1987","greatest",-0.386,0.1,"Center","North",460,65,0.141304347826087,86,94,9,"X","X","X","X","X","X","X","X","X","X","X","X","0","0","0","0.0188679245283019","0.0487804878048781","0.130434782608696","0.266666666666667","0.28735632183908","0.178571428571429","X","X","X","X","X","X","X","X"
"2501","House",7102,"NY","Republican","OSTERTAG, Harold Charles",1896,"1985","lost",0.236,-0.548,"Center","North",164,23,0.140243902439024,82,88,7,"X","X","X","X","X","X","X","X","0.0833333333333333","0.153846153846154","0","0.172413793103448","0","0.13953488372093","0.290322580645161","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2502","House",1771,"NC","Democrat","CLARK, Jerome Bayard",1882,"1959","missionary",-0.175,0.791,"Right","South",107,15,0.14018691588785,71,80,10,"0.5","0.375","0.0714285714285714","0.148148148148148","0","0.142857142857143","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2503","House",11031,"CA","Republican","MATHIAS, Robert Bruce (Bob)",1930,"2006","silent",0.119,-0.036,"Center","West",193,27,0.139896373056995,90,93,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.131578947368421","0.147058823529412","0.186046511627907","0.115384615384615","X","X","X","X","X","X","X","X","X"
"2504","House",10139,"MO","Democrat","WILLIAMS, Clyde",1873,"1954","missionary",-0.242,0.525,"Right","Midwest",93,13,0.139784946236559,70,77,7,"0.461538461538462","0.3","0","0.108108108108108","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"2505","House",3409,"PA","Republican","FULTON, James Grove",1903,"1971","greatest",0.012,-0.503,"Center","North",372,52,0.139784946236559,79,92,14,"X","X","X","X","X","0.142857142857143","0","0.0833333333333333","0","0.0769230769230769","0","0.0689655172413793","0","0.0909090909090909","0.266666666666667","0.222222222222222","0.116279069767442","0.108695652173913","0.523809523809524","X","X","X","X","X","X","X","X","X","X"
